Job Title,Job description Link,badge,Company name,Company Profile Link,Deadline ,Location,Job Type,Salary Amount
Sales Executive (Nilphamari & Rohanpur Retail Shop)(Nilphamari (Nilphamari Sadar),https://skill.jobs/jobs/sales-executive-nilphamari-rohanpur-retail-shopnilphamari-nilphamari-sadar-ewliB7mN,Mid Level,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Fri Mar 31 2023,Nilphamari (Nilphamari Sadar),Full Time,10000 - 12000
Sales Executive (Nilphamari & Rohanpur Retail Shop)(Chapainawabganj (Rohanpur),https://skill.jobs/jobs/sales-executive-nilphamari-rohanpur-retail-shopchapainawabganj-rohanpur-uiUGPLkl,Mid Level,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Fri Mar 31 2023,Chapainawabganj (Rohanpur),Full Time,10000 - 12000
Regional HR Partner - Cumilla & Barishal (Mokam),https://skill.jobs/jobs/regional-hr-partner-cumilla-barishal-mokam-VFUSgl76,Beginner,ShopUp,https://skill.jobs/company-profile/none-3OMD8lYg,Mon Mar 20 2023,"Barishal, Cumilla",Full Time,Negotiable
"Hub In-Charge, REDX (All Over Bangladesh)",https://skill.jobs/jobs/hub-in-charge-redx-all-over-bangladesh-KpKZoa5s,Beginner,ShopUp,https://skill.jobs/company-profile/none-3OMD8lYg,Wed Mar 15 2023,Anywhere,Full Time,Negotiable
MIS Expert,https://skill.jobs/jobs/mis-expert-fbyMiGZb,Mid Level,ShopUp,https://skill.jobs/company-profile/none-3OMD8lYg,Tue Mar 14 2023,Anywhere,Full Time,Negotiable
DGM/ GM Marketing,https://skill.jobs/jobs/dgm-gm-marketing-nUKMN2YE,Top Level,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Mon Mar 13 2023,(Gulshan),Full Time,Negotiable
Executive- IE,https://skill.jobs/jobs/executive-ie-BntCg9fz,Mid Level,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Sun Mar 12 2023,Gazipur,Full Time,Negotiable
Web Developer,https://skill.jobs/jobs/web-developer-Q2HqUsL2,Beginner,PRAN-RFL Group,https://skill.jobs/company-profile/none-bmQ4A4Fv,Thu Mar 30 2023,Anywhere,Full Time,Negotiable
Engineer - PLC & Industrial Automation,https://skill.jobs/jobs/engineer-plc-industrial-automation-yOQDnEYL,Mid Level,PRAN-RFL Group,https://skill.jobs/company-profile/none-bmQ4A4Fv,Tue Mar 28 2023,Anywhere,Full Time,Negotiable
Software Development Lead,https://skill.jobs/jobs/software-development-lead-me5yxvXe,Mid Level,Enosis Solutions,https://skill.jobs/company-profile/none-46t27Wqt,Mon Mar 13 2023,(Gulshan),Full Time,135000 - 220000
Customer Service Executive,https://skill.jobs/jobs/customer-service-executive-z663hv3M,Beginner,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Sat Mar 11 2023,Banani,Contractual,14000 - 14000
Senior Software Engineer (C++),https://skill.jobs/jobs/senior-software-engineer-c-ZQdTfj05,Mid Level,Enosis Solutions,https://skill.jobs/company-profile/none-46t27Wqt,Fri Mar 31 2023,Anywhere,Full Time,65000 - 130000
HRBP,https://skill.jobs/jobs/hrbp-Pu3ByHZk,Experienced,Walton Hi-Tech Industries PLC.,https://skill.jobs/company-profile/none-ncUCU3cu,Sun Mar 12 2023,Anywhere,Full Time,Negotiable
In-charge (Raw Materials Inventory),https://skill.jobs/jobs/in-charge-raw-materials-inventory-dl2VmdRp,Mid Level,Walton Hi-Tech Industries PLC.,https://skill.jobs/company-profile/none-ncUCU3cu,Sat Mar 18 2023,Gazipur (Kaliakair),Full Time,Negotiable
Embedded Hardware Engineer (Refrigerator- R&I),https://skill.jobs/jobs/embedded-hardware-engineer-refrigerator-ri-hbqfRUQa,Mid Level,Walton Hi-Tech Industries PLC.,https://skill.jobs/company-profile/none-ncUCU3cu,Sat Mar 18 2023,Gazipur (Kaliakair),Full Time,Negotiable
Embedded Software Engineer (Refrigerator- R&I),https://skill.jobs/jobs/embedded-software-engineer-refrigerator-ri-c8kBL8oY,Mid Level,Walton Hi-Tech Industries PLC.,https://skill.jobs/company-profile/none-ncUCU3cu,Sat Mar 18 2023,Anywhere,Full Time,Negotiable
Asst. Production Officer/ Production Officer - Weaving,https://skill.jobs/jobs/asst-production-officer-production-officer-weaving-l9SD7IPp,Beginner,Noman Group,https://skill.jobs/company-profile/none-ZOgDkioE,Fri Mar 31 2023,Gazipur (Sreepur),Full Time,Negotiable
"Manager - Food & Beverage (Foy's Lake Complex, Chattogram)",https://skill.jobs/jobs/manager-food-beverage-foys-lake-complex-chattogram-9KRIjWnR,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Wed Apr 05 2023,Anywhere,Full Time,Negotiable
Outlet In-charge,https://skill.jobs/jobs/outlet-in-charge-pxzi223P,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Tue Apr 04 2023,Dhaka,Full Time,Negotiable
Manager - Mechanical (Foy's Lake Complex - Chittagong),https://skill.jobs/jobs/manager-mechanical-foys-lake-complex-chittagong-pd1hqfFM,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Wed Apr 05 2023,Anywhere,Full Time,Negotiable
General Manager - Accounts,https://skill.jobs/jobs/general-manager-accounts-wW06WVrz,Top Level,Jamuna Group,https://skill.jobs/company-profile/none-2mTY7EOU,Sun Mar 12 2023,Anywhere,Full Time,Negotiable
Manager- Audit & Internal Control,https://skill.jobs/jobs/manager-audit-internal-control-lTgPStsn,Top Level,Jamuna Group,https://skill.jobs/company-profile/none-2mTY7EOU,Thu Mar 09 2023,Anywhere,Full Time,Negotiable
Head of Audit - Jamuna Electronics and Automobiles,https://skill.jobs/jobs/head-of-audit-jamuna-electronics-and-automobiles-0mL4EVpU,Mid Level,Jamuna Group,https://skill.jobs/company-profile/none-2mTY7EOU,Tue Mar 21 2023,Anywhere,Full Time,Negotiable
Jr. Executive - Work Study,https://skill.jobs/jobs/jr-executive-work-study-jdwzfDAT,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Mon Apr 03 2023,Gazipur,Full Time,Negotiable
"Construction Analyst (Planning, Costing & Budgeting)",https://skill.jobs/jobs/construction-analyst-planning-costing-budgeting-TfUnCUBc,Top Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
Executive/ Sr. Executive - Industrial Engineering (IE),https://skill.jobs/jobs/executive-sr-executive-industrial-engineering-ie-izYZX1WB,Mid Level,Jamuna Group,https://skill.jobs/company-profile/none-2mTY7EOU,Fri Mar 10 2023,Anywhere,Full Time,Negotiable
Senior Executive - Graphic Designer,https://skill.jobs/jobs/senior-executive-graphic-designer-Tv0ppL1R,Mid Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
AGM/DGM - Quality Control (Rupayan City Uttara),https://skill.jobs/jobs/agmdgm-quality-control-rupayan-city-uttara-KTJqqYFG,Top Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
General Manager - Sales,https://skill.jobs/jobs/general-manager-sales-cXz41rFV,Top Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
Executive/ Sr. Executive - Audit,https://skill.jobs/jobs/executive-sr-executive-audit-MfVXrwQx,Beginner,Jamuna Group,https://skill.jobs/company-profile/none-2mTY7EOU,Wed Mar 29 2023,Anywhere,Full Time,Negotiable
Car Ambassador/ Driver,https://skill.jobs/jobs/car-ambassador-driver-YHdkPQ4n,Mid Level,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Tue Mar 07 2023,Anywhere,Full Time,Negotiable
Assistant Manager/ Manager-Sales (Rupayan City Uttara),https://skill.jobs/jobs/assistant-manager-manager-sales-rupayan-city-uttara-Fk2l6v85,Experienced,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
"General Manager (Cluster Head), Sales",https://skill.jobs/jobs/general-manager-cluster-head-sales-iDS4xOAm,Top Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
Coordinator - Culinary / F&B Production,https://skill.jobs/jobs/coordinator-culinary-fb-production-DR13mdrr,Experienced,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Wed Mar 08 2023,Anywhere,Full Time,Negotiable
DGM (Head of Internal Control & Compliance Department),https://skill.jobs/jobs/dgm-head-of-internal-control-compliance-department-2ld7awp2,Top Level,Rupayan City Uttara,https://skill.jobs/company-profile/none-ULjXva31,Sat Apr 01 2023,Dhaka (Uttara),Full Time,Negotiable
Pastry Chef,https://skill.jobs/jobs/pastry-chef-nqwkHV2P,Experienced,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Wed Mar 15 2023,Anywhere,Full Time,Negotiable
"Manager/ Sr. Manager, ERP (BRAC Enterprises)",https://skill.jobs/jobs/manager-sr-manager-erp-brac-enterprises-89zPLUao,Top Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Mar 14 2023,Dhaka,Full Time,Negotiable
Field Coordinator: Feed the future Bangladesh Livestock and Nutrition Activity (Aarong Dairy),https://skill.jobs/jobs/field-coordinator-feed-the-future-bangladesh-livestock-and-nutrition-activity-aarong-dairy-oxONEtuS,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Sat Mar 11 2023,Anywhere,Full Time,Negotiable
Project Coordinator: Feed the future Bangladesh Livestock and Nutrition Activity(Aarong Dairy),https://skill.jobs/jobs/project-coordinator-feed-the-future-bangladesh-livestock-and-nutrition-activityaarong-dairy-q4Pc7z7S,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Sat Mar 11 2023,Anywhere,Full Time,Negotiable
Consultant: Feed the future Bangladesh Livestock and Nutrition Activity (Aarong Dairy),https://skill.jobs/jobs/consultant-feed-the-future-bangladesh-livestock-and-nutrition-activity-aarong-dairy-99O264hp,Top Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Sat Mar 11 2023,Anywhere,Full Time,Negotiable
Apps Developer (Flutter),https://skill.jobs/jobs/apps-developer-flutter-8eU37NME,Beginner,Spectrum IT Solutions Ltd,https://skill.jobs/company-profile/none-z7dTuB3Y,Wed Mar 15 2023,Dhaka,Full Time,Negotiable
Software Engineer (Front End),https://skill.jobs/jobs/software-engineer-front-end-hlqd0MuM,Beginner,Spectrum IT Solutions Ltd,https://skill.jobs/company-profile/none-z7dTuB3Y,Wed Mar 15 2023,Dhaka,Full Time,Negotiable
Lecturer,https://skill.jobs/jobs/lecturer-URJuo0Gi,Beginner,Daffodil Nursing College,https://skill.jobs/company-profile/none-Df5dwDyw,Mon Mar 20 2023,"Uttara, Dhaka",Full Time,Negotiable
Centre Manager (BRAC Health Enterprise),https://skill.jobs/jobs/centre-manager-brac-health-enterprise-JDQpdfC8,Experienced,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 15 2023,Dhaka,Full Time,Negotiable
"Junior Sector Specialist, PDS (BRAC Seed and Agro Enterprise)",https://skill.jobs/jobs/junior-sector-specialist-pds-brac-seed-and-agro-enterprise-6vjAEpqG,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Thu Mar 09 2023,Anywhere,Full Time,Negotiable
"Helper, Production (BRAC Printing Pack)",https://skill.jobs/jobs/helper-production-brac-printing-pack-Tuo4Qh3I,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
"Operator, Production (BRAC Printing Pack)",https://skill.jobs/jobs/operator-production-brac-printing-pack-uTIPXwhq,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
"Assistant Electrician, Maintenance (BRAC Printing Pack)",https://skill.jobs/jobs/assistant-electrician-maintenance-brac-printing-pack-U0ebq604,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
"Technical Assistant, PDS, BRAC Seed and Agro Enterprise",https://skill.jobs/jobs/technical-assistant-pds-brac-seed-and-agro-enterprise-A4k8AlVE,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Anywhere,Full Time,Negotiable
"Assistant Technician, Maintenance (BRAC Printing Pack)",https://skill.jobs/jobs/assistant-technician-maintenance-brac-printing-pack-FT7QHBSf,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
"Officer, Procurement (BRAC Printing Pack Enterprise)",https://skill.jobs/jobs/officer-procurement-brac-printing-pack-enterprise-6ljnWx4h,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Anywhere,Full Time,Negotiable
"Officer, Production (BRAC Printing Pack Enterprise)",https://skill.jobs/jobs/officer-production-brac-printing-pack-enterprise-wcegAOZD,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Mar 07 2023,Anywhere,Full Time,Negotiable
"Deputy Manager, Sales (BRAC Printing Pack)",https://skill.jobs/jobs/deputy-manager-sales-brac-printing-pack-N5m5VjUP,Experienced,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Wed Mar 08 2023,Dhaka,Full Time,Negotiable
"Officer, Transport (Aarong Dairy)",https://skill.jobs/jobs/officer-transport-aarong-dairy-ljevfrxU,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Mar 07 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
"Project Supervisor, Landscaping (BRAC Nursery Enterprise)",https://skill.jobs/jobs/project-supervisor-landscaping-brac-nursery-enterprise-F7pe2MJk,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Mar 07 2023,Anywhere,Full Time,Negotiable
"Project In charge, Landscaping (BRAC Nursery Enterprise)",https://skill.jobs/jobs/project-in-charge-landscaping-brac-nursery-enterprise-cRN66HMt,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Mar 07 2023,Anywhere,Full Time,Negotiable
"Deputy Manager/ Manager, Landscaping (BRAC Nursery Enterprise)",https://skill.jobs/jobs/deputy-manager-manager-landscaping-brac-nursery-enterprise-L4jlxQyv,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Mar 07 2023,Anywhere,Full Time,Negotiable
"Assistant Manager/Dy. Manager, Marketing & Communication",https://skill.jobs/jobs/assistant-managerdy-manager-marketing-communication-q3FW4Nr2,Beginner,Anwar Group of Industries.,https://skill.jobs/company-profile/none-gHtJPIS9,Wed Mar 15 2023,Anywhere,Full Time,Negotiable
"Executive/ Sr. Executive, Accounts & Finance, Anwar Ispat Ltd.",https://skill.jobs/jobs/executive-sr-executive-accounts-finance-anwar-ispat-ltd-VKjIKDH5,Mid Level,Anwar Group of Industries.,https://skill.jobs/company-profile/none-gHtJPIS9,Fri Mar 31 2023,Dhaka (Motijheel),Full Time,Negotiable
"Jr. Business Development Executive, Sylhet",https://skill.jobs/jobs/jr-business-development-executive-sylhet-bgxSoEPV,Beginner,A.H. KHAN & CO.,https://skill.jobs/company-profile/none-siyxJFkX,Wed Mar 22 2023,"Sylhet, Sunamganj",Full Time,10000 - 18000
"Jr. Business Development Executive, Rangpur",https://skill.jobs/jobs/jr-business-development-executive-rangpur-Dm4SYwzr,Beginner,A.H. KHAN & CO.,https://skill.jobs/company-profile/none-siyxJFkX,Wed Mar 22 2023,"Rangpur, Dinajpur, Gaibandha",Full Time,10000 - 18000
"Jr. Business Development Executive, Rajshahi",https://skill.jobs/jobs/jr-business-development-executive-rajshahi-0UHBYCCW,Beginner,A.H. KHAN & CO.,https://skill.jobs/company-profile/none-siyxJFkX,Wed Mar 22 2023,Rajshahi,Full Time,10000 - 18000
Jr. Business Development Executive. Mymensingh,https://skill.jobs/jobs/jr-business-development-executive-mymensingh-GbFxSqg4,Beginner,A.H. KHAN & CO.,https://skill.jobs/company-profile/none-siyxJFkX,Wed Mar 22 2023,Mymensingh,Full Time,10000 - 18000
Digital Marketing- Trainer,https://skill.jobs/jobs/digital-marketing-trainer-yPXI4KW5,Beginner,MDB Corporation Ltd.,https://skill.jobs/company-profile/none-SPNCBwPW,Sat Mar 11 2023,Dhaka,Full Time,Negotiable
Freelancing on Graphics Design- Trainer,https://skill.jobs/jobs/freelancing-on-graphics-design-trainer-Yk27CjA2,Beginner,MDB Corporation Ltd.,https://skill.jobs/company-profile/none-SPNCBwPW,Sat Mar 11 2023,Dhaka,Full Time,Negotiable
"Freelancing on Full-Stack Web Development (Laravel, PHP & Wordpress)- Trainer",https://skill.jobs/jobs/freelancing-on-full-stack-web-development-laravel-php-wordpress-trainer-XIElj6kr,Beginner,MDB Corporation Ltd.,https://skill.jobs/company-profile/none-SPNCBwPW,Sat Mar 11 2023,Dhaka,Full Time,Negotiable
"Jr. Business Development Executive, Chittagong",https://skill.jobs/jobs/jr-business-development-executive-chittagong-OoasDO5d,Beginner,A.H. KHAN & CO.,https://skill.jobs/company-profile/none-siyxJFkX,Wed Mar 22 2023,"Chandpur, Cox's Bazar, Cumilla, Feni",Full Time,10000 - 18000
"Jr. Business Development Executive, Dhaka",https://skill.jobs/jobs/jr-business-development-executive-dhaka-t7eX8U1J,Beginner,A.H. KHAN & CO.,https://skill.jobs/company-profile/none-siyxJFkX,Wed Mar 22 2023,"Dhaka, Munshiganj, Tangail, Narayanganj",Full Time,10000 - 18000
Senior/ Business Development Officer,https://skill.jobs/jobs/senior-business-development-officer-NB3R4Yar,Beginner,ACI Motors Limited,https://skill.jobs/company-profile/none-l2QEv3oo,Fri Mar 10 2023,Anywhere,Full Time,Negotiable
ASSISTANT MANAGER -Accounts and Finance,https://skill.jobs/jobs/assistant-manager-accounts-and-finance-SyYyUD4B,Mid Level,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Wed Mar 15 2023,"Dhaka, Gulshan-2",Full Time,Negotiable
"Pre-Sales Executive, Enterprise Solution (HP)",https://skill.jobs/jobs/pre-sales-executive-enterprise-solution-hp-ergbuWXD,Beginner,Smart Technologies (BD) Ltd.,https://skill.jobs/company-profile/none-0vms9Zbb,Fri Mar 31 2023,Dhaka,Full Time,Negotiable
Restaurant Cashier,https://skill.jobs/jobs/restaurant-cashier-nVpVGMm4,Mid Level,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Mon Mar 20 2023,Anywhere,Full Time,Negotiable
Executive/ Sr. Executive - Product Management (Passive),https://skill.jobs/jobs/executive-sr-executive-product-management-passive-50kTAI9d,Beginner,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Fri Mar 10 2023,Dhaka (Dhanmondi),Full Time,Negotiable
"Sr. Sales Executive/ Sales Executive, Sylhet",https://skill.jobs/jobs/sr-sales-executive-sales-executive-sylhet-bAkhD6n4,Beginner,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Wed Mar 15 2023,Sylhet,Full Time,Negotiable
"Sr. Sales Executive/ Sales Executive, Dhaka",https://skill.jobs/jobs/sr-sales-executive-sales-executive-dhaka-DHuqubZV,Beginner,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Wed Mar 15 2023,"Dhaka, Narayanganj",Full Time,Negotiable
Food & Beverage Associate,https://skill.jobs/jobs/food-beverage-associate-tL0TFD9Q,Mid Level,Renaissance Dhaka Gulshan Hotel,https://skill.jobs/company-profile/none-I4V3U9rI,Mon Apr 03 2023,Anywhere,Full Time,Negotiable
Sr. Executive - Human Resources,https://skill.jobs/jobs/sr-executive-human-resources-1b3mf2P8,Mid Level,US-Bangla Airlines,https://skill.jobs/company-profile/none-H2GVZL2A,Tue Mar 07 2023,Anywhere,Full Time,40000 - 40000
Head of Corporate Sales (DGM/GM),https://skill.jobs/jobs/head-of-corporate-sales-dgmgm-Lt0qpb2U,Top Level,US-Bangla Airlines,https://skill.jobs/company-profile/none-H2GVZL2A,Wed Mar 15 2023,Anywhere,Full Time,Negotiable
Executive - Human Resources,https://skill.jobs/jobs/executive-human-resources-524pNSWr,Beginner,US-Bangla Airlines,https://skill.jobs/company-profile/none-H2GVZL2A,Wed Mar 15 2023,Dhaka (Uttara),Full Time,Negotiable
