Job name,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,,,,,,,,,,,,,,
"Dy. Manager, Logistics In charge - Transport (Operation & Maintenance)",https://jobs.bdjobs.com/jobdetails.asp?id=1126216&fcatId=-1&ln=1,Cargo vision Ltd. (Logistics department),Chattogram,10 to 12 year(s),,2023,,,,,,,,,,,,,,,
Executive (Accounts & Inventory),https://jobs.bdjobs.com/jobdetails.asp?id=1126214&fcatId=-1&ln=1,Fusion Global Limited A sister Concern of Fusion Group,Anywhere in Bangladesh,At least 2 year(s),BBA / Business Graduate from Any Public University,2023,,,,,,,,,,,,,,,
Senior Developer PHP,https://jobs.bdjobs.com/jobdetails.asp?id=1126170&fcatId=-1&ln=1,2PI-BD,Dhaka,At least 5 year(s),CSE/ EEE related fields from any reputed university,2023,,,,,,,,,,,,,,,
Accountant,https://jobs.bdjobs.com/jobdetails.asp?id=1126135&fcatId=-1&ln=1,Classic Sweets BD,Tejgaon Industrial Area,At least 2 year(s),Bachelor of Business Administration (BBA) in Accounting,2023,,,,,,,,,,,,,,,
Production Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126202&fcatId=-1&ln=3,Classic Sweets BD,Tejgaon Industrial Area,At least 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Executive/ Sr. Executive - Industrial Engineering (IE),https://jobs.bdjobs.com/jobdetails.asp?id=1126212&fcatId=-1&ln=1,Jamuna Denims Ltd. (Jamuna Group),Gazipur,2 to 5 year(s),Diploma and BSC in Textile Engineering/Industrial Engineering.,2023,,,,,,,,,,,,,,,
Full Stack WordPress Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1126182&fcatId=-1&ln=1,Conquest Impex,Dhaka,At least 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Social Media Expert,https://jobs.bdjobs.com/jobdetails.asp?id=1126203&fcatId=-1&ln=1,Pacific International Dhaka,Mohakhali,1 to 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
?????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126183&fcatId=-1&ln=2,Alishan Beauty Parlour,?????????,0 to 1 year(s),,2023,,,,,,,,,,,,,,,
?????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126198&fcatId=-1&ln=2,Alishan Beauty Parlour,?????????,1 to 2 year(s),,2023,,,,,,,,,,,,,,,
Office Assistant cum Computer Operator,https://jobs.bdjobs.com/jobdetails.asp?id=1126185&fcatId=-1&ln=3,Collegex College,Savar,2 to 5 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
,,,,,,,"""job-title-text",comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,comp_logo src,edu-text-d 2,
Trainer/ Faculty,https://jobs.bdjobs.com/jobdetails.asp?id=1125428&fcatId=-1&ln=1,JUPITER IT,Dhaka,At least 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
PA to Director,https://jobs.bdjobs.com/jobdetails.asp?id=1126454&fcatId=-1&ln=1,Bashundhara Group,Dhaka,2 to 4 year(s),Masters/ MBA in any discipline from any reputed institution.,2023,,,,,,,,,,,,,,,
Experienced React Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1126440&fcatId=-1&ln=1,Therap (BD) Ltd.,Dhaka,At least 2 year(s),B.Sc or M.Sc in CSE or similar background,2023,https://corporate.bdjobs.com/logos/19143_0.jpg,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Affiliate Marketing Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126445&fcatId=-1&ln=1,Myoffer360 Degree,Uttara,At least 3 year(s),Bachelor of Business Administration (BBA) in Marketing,2023,https://corporate.bdjobs.com/logos/30777_1.png,,,,,,,,,,,,,,
Regional Sales Manger,https://jobs.bdjobs.com/jobdetails.asp?id=1126444&fcatId=-1&ln=1,World Telecom,Panchagarh,5 to 7 year(s),Master`s degree in any discipline.,2023,,,,,,,,,,,,,,,
Marketing Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1126450&fcatId=-1&ln=1,World Telecom,Panchagarh,At least 1 year(s),Minimum H.S.C,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126437&fcatId=-1&ln=1,World Telecom,Panchagarh,4 to 6 year(s),Master of Business Administration (MBA) in Marketing,2023,,,,,,,,,,,,,,,
Full Stack Web Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1126374&fcatId=-1&ln=1,ChefOnline,Gulshan,3 to 5 year(s),"BSc. in CSE from Foreign Institute or NSU, AIUB, BRAC and IUB is preferred",2023,,,,,,,,,,,,,,,
Executive - Fabric QA,https://jobs.bdjobs.com/jobdetails.asp?id=1126017&fcatId=-1&ln=1,Tex International ltd,"Dhaka, Gazipur, Narayanganj",At least 5 year(s),Bachelor of Science (BSc) in Textile Technology,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Head of Business Development,https://jobs.bdjobs.com/jobdetails.asp?id=1126429&fcatId=-1&ln=1,An emerging new brand retail clothing store.,Dhaka,At least 15 year(s),"Master of Business Administration (MBA) in Brand Management, marketing",2023,,,,,,,,,,,,,,,
"Electrical and Electronics Engineering, EEE",https://jobs.bdjobs.com/jobdetails.asp?id=1115376&fcatId=-1&ln=1,Reputed Multinational Company,Savar,Na,Bachelor of Science (BSc) in EEE,2023,,,,,,,,,,,,,,,
Merchandiser,https://jobs.bdjobs.com/jobdetails.asp?id=1126051&fcatId=-1&ln=1,BLJ Bangladesh Corporation Ltd.,Ashulia,3 to 7 year(s),Bachelor degree in any discipline from reputed University. Candidates from Public University will ...,2023,,,,,,,,,,,,,,,
IELTS Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1126009&fcatId=-1&ln=2,RK Consultancy,????,1 to 4 year(s),?? ? ?? ?? ?? ?? ??? ?????? ????? ???,2023,,,,,,,,,,,,,,,
???? ???????????????,https://jobs.bdjobs.com/jobdetails.asp?id=1125882&fcatId=-1&ln=2,RK Consultancy,????,1 to 2 year(s),,2023,,,,,,,,,,,,,,,
???? ??????????????? ??? ????????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126208&fcatId=-1&ln=2,RK Consultancy,????,1 to 2 year(s),,2023,,,,,,,,,,,,,,,
??????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1126184&fcatId=-1&ln=2,RK Consultancy,????,1 to 2 year(s),,2023,,,,,,,,,,,,,,,
Production Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1125946&fcatId=-1&ln=1,BLJ Bangladesh Corporation Ltd.,Ashulia,3 to 7 year(s),Bachelor degree in any discipline from reputed University. Candidates from Public University will ...,2023,,,,,,,,,,,,,,,
General Manager - Administration (Head Office),https://jobs.bdjobs.com/jobdetails.asp?id=1126384&fcatId=-1&ln=1,Roshawa Group,Dhaka,At least 15 year(s),Masters in any discipline.,2023,,,,,,,,,,,,,,,
??????????? ??????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126379&fcatId=-1&ln=2,Observe Worldwide Education,????,1 to 2 year(s),,2023,,,,,,,,,,,,,,,
AGM/DGM (Commercial) - Knit Composite Garments,https://jobs.bdjobs.com/jobdetails.asp?id=1126375&fcatId=-1&ln=1,A Reputed Knit Composite Garments,Dhaka,At least 10 year(s),Master/ MBA from a reputed University with good academic track record.,2023,,,,,,,,,,,,,,,
Social Media Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126370&fcatId=-1&ln=1,ChefOnline,Gulshan,At least 5 year(s),Master`s degree with a major in Marketing or a related field.,2023,,,,,,,,,,,,,,,
Customer Relations Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126365&fcatId=-1&ln=1,ChefOnline,Gulshan,At least 5 year(s),Graduate in Business Administration from a reputed university (Major in HR/Marketing),2023,,,,,,,,,,,,,,,
Trainee Corporate Sales,https://jobs.bdjobs.com/jobdetails.asp?id=1126311&fcatId=-1&ln=1,Dynasty Furnishing Centre Ltd.,Anywhere in Bangladesh,0 to 4 year(s),Bachelor degree in any discipline,2023,https://corporate.bdjobs.com/logos/96042_0.jpg,,,,,,,,,,,,,,
Distribution Project Officer (DPO),https://jobs.bdjobs.com/jobdetails.asp?id=1126344&fcatId=-1&ln=1,Interspeed Marketing Solutions Ltd.,Anywhere in Bangladesh,0 to 1 year(s),Bachelor of Business Administration (BBA),2023,https://corporate.bdjobs.com/logos/21756_0.jpg,,,,,,,,,,,,,,
Regional HR Partner - Cumilla & Barishal (Mokam),https://jobs.bdjobs.com/jobdetails.asp?id=1126280&fcatId=-1&ln=1,ShopUp,"Barishal, Cumilla",At least 2 year(s),Bachelor of Business Administration (BBA) in Human Resource Management,2023,https://corporate.bdjobs.com/logos/61537_0.jpg,,,,,,,,,,,,,,
Senior Executive / Asst. Manager - Supply Chain,https://jobs.bdjobs.com/jobdetails.asp?id=1126287&fcatId=-1&ln=1,Unicorn Healthcare Solution Ltd.,Dhaka,2 to 5 year(s),Master of Business Administration (MBA),2023,,,,,,,,,,,,,,,
"Executive, Visa & Ticketing",https://jobs.bdjobs.com/jobdetails.asp?id=1126302&fcatId=-1&ln=1,East Coast Group,Dhaka,At least 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
"Executive/ Senior Executive, Audit - Project Operation",https://jobs.bdjobs.com/jobdetails.asp?id=1126329&fcatId=-1&ln=1,Edison Real Estate Ltd.,Dhaka,2 to 5 year(s),Diploma/ B.Sc. in Civil,2023,,,,,,,,,,,,,,,
Assistant Delivery Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1126342&fcatId=-1&ln=1,Heritage Group,Dhaka,At least 1 year(s),H.S.C or Equivalent / Bachelor,2023,https://corporate.bdjobs.com/logos/21874_0.jpg,,,,,,,,,,,,,,
"Senior Support Engineer, SAT-KAM Management (B2B)",https://jobs.bdjobs.com/jobdetails.asp?id=1126336&fcatId=-1&ln=1,Link3 Technologies Limited,Dhaka,4 to 6 year(s),Bachelor in CSE / EEE or equivalent from any reputed university.,2023,,,,,,,,,,,,,,,
Online Travel Agent,https://jobs.bdjobs.com/jobdetails.asp?id=1126340&fcatId=-1&ln=1,Heritage Group,Dhaka,At least 3 year(s),Master`s degree in any discipline,2023,https://corporate.bdjobs.com/logos/21874_0.jpg,,,,,,,,,,,,,,
PS To Managing Director,https://jobs.bdjobs.com/jobdetails.asp?id=1126315&fcatId=-1&ln=1,Heritage Group,Anywhere in Bangladesh,2 to 3 year(s),Master`s degree in any discipline,2023,https://corporate.bdjobs.com/logos/21874_0.jpg,,,,,,,,,,,,,,
Sales Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126307&fcatId=-1&ln=1,Heritage Group,Dhaka,At least 3 year(s),Master of Business Administration (MBA),2023,https://corporate.bdjobs.com/logos/21874_0.jpg,,,,,,,,,,,,,,
Accountant,https://jobs.bdjobs.com/jobdetails.asp?id=1126306&fcatId=-1&ln=1,Heritage Group,Anywhere in Bangladesh,Na,Master of Business Administration (MBA),2023,https://corporate.bdjobs.com/logos/21874_0.jpg,,,,,,,,,,,,,,
Instructor,https://jobs.bdjobs.com/jobdetails.asp?id=1126146&fcatId=-1&ln=1,Global Citizen Education Inc.,Barishal Sadar,At least 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Call Center Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126120&fcatId=-1&ln=1,Global Citizen Education Inc.,Banani,At least 1 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Head of Liability Operations,https://jobs.bdjobs.com/jobdetails.asp?id=1126324&fcatId=-1&ln=1,IPDC Finance Limited,Dhaka,At least 5 year(s),Masters degree in any discipline,2023,https://corporate.bdjobs.com/logos/47584_1.jpg,,,,,,,,,,,,,,
English Test Trainer (TOEFL) for UTTARA,https://jobs.bdjobs.com/jobdetails.asp?id=1126325&fcatId=-1&ln=1,"PEC-Education, Dhaka, Bangladesh. Website: www.pec-education.com",Uttara,At least 1 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Supplier Quality Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1126320&fcatId=-1&ln=1,A Reputed Multinational Apparel Sourcing Office,Anywhere in Bangladesh,At least 5 year(s),Masters in Engineering (MEngg),2023,,,,,,,,,,,,,,,
??? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126254&fcatId=-1&ln=2,HARD GROUP,"???????, ?????????, ????????",1 to 3 year(s),?? ??? ????? ?????? / ???????????,2023,,,,,,,,,,,,,,,
,,,,,,,,job-title-text href,comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,edu-text-d 2,
???????? ????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126424&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
Surveyor,https://jobs.bdjobs.com/jobdetails.asp?id=1126569&fcatId=-1&ln=1,Development Survey Consultant,Dhaka,At least 1 year(s),Diploma in Engineering in Surveying/Diploma Engineers.,2023,,,,,,,,,,,,,,,
????????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1126432&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
??????? ????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126430&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
Graphic Design Artist & InDesign Expert,https://jobs.bdjobs.com/jobdetails.asp?id=1126535&fcatId=-1&ln=1,Pre-Press /Advertising / Design House,Dhaka,At least 2 year(s),Bachelor of Fine Arts (B.F.A),2023,Diploma in Graphics Design (Educational Qualification will be relaxed ...,,,,,,,,,,,,,,
Software Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1126366&fcatId=-1&ln=1,MY Outsourcing Ltd.,Dhaka,1 to 2 year(s),"Bachelor of Computer Application (BCA) in CSE, Computer Science",2023,CSE or  Computer Science or ...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Software Engineer (Java),https://jobs.bdjobs.com/jobdetails.asp?id=1126572&fcatId=-1&ln=1,TFP Solutions (Bangladesh) Ltd.,Banani,2 to 5 year(s),Bachelor of Science (BSc) in Computer Science  Engineering,2023,Individuals without a Bachelor`s degree ...,,,,,,,,,,,,,,
Flutter Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1126411&fcatId=-1&ln=1,MY Outsourcing Ltd.,Dhaka,2 to 3 year(s),Bachelor of Computer Application (BCA) in Computer Science  Engineering,2023,Graduate in Computer ...,,,,,,,,,,,,,,
Call Center Agent,https://jobs.bdjobs.com/jobdetails.asp?id=1126383&fcatId=-1&ln=1,MY Outsourcing Ltd.,Dhaka,1 to 2 year(s),Bachelor degree in any discipline,2023,Graduate in any discipline.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"In-Country Representative, CANADIAN UNIVERSITY (part-time)",https://jobs.bdjobs.com/jobdetails.asp?id=1126328&fcatId=-1&ln=1,A Canadian University in Bangladesh,Dhaka,3 to 5 year(s),"A Bachelors Degree, Excellent written & spoken English and strong computer skills.",2023,,,,,,,,,,,,,,,
Full Stack Software Engineer (Laravel + ReactJS),https://jobs.bdjobs.com/jobdetails.asp?id=1126284&fcatId=-1&ln=1,TFP Solutions (Bangladesh) Ltd.,Banani,1 to 3 year(s),Bachelor of Science (BSc) in Computer Science  Engineering,2023,We believe in skill so skillful ...,,,,,,,,,,,,,,
SENIOR GRAPHIC DESIGNER,https://jobs.bdjobs.com/jobdetails.asp?id=1126562&fcatId=-1&ln=3,BBM Corporation,Dhaka,3 to 5 year(s),Masters,2023,Bachelor/ Honors,,,,,,,,,,,,,,
?????? ???????? ????????? (?????),https://jobs.bdjobs.com/jobdetails.asp?id=1126505&fcatId=-1&ln=2,??????? ?????? ???? ?????????,?????,Na,??????? ??????? ????,2023,,,,,,,,,,,,,,,
English Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1126498&fcatId=-1&ln=1,UK Graduate BD,Sylhet Sadar,Na,Bachelor degree in any discipline,2023,IELTS score of 6.5+ will get more privilege. Not less than ...,,,,,,,,,,,,,,
Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126553&fcatId=-1&ln=3,Paragon income tax consultancy Limited,Dhaka,1 to 2 year(s),"Hsc, Graduate, University Students can apply (Running/ Passed)",2023,"LLB, LLM graduate students will get ...",,,,,,,,,,,,,,
Education Consultant,https://jobs.bdjobs.com/jobdetails.asp?id=1126544&fcatId=-1&ln=1,Savvy Educare,Dhaka,At least 2 year(s),Minimum Bachelor`s degree from any reputed Public / Private University.,2023,Preferred O` Level & A` ...,,,,,,,,,,,,,,
Medical Technologist,https://jobs.bdjobs.com/jobdetails.asp?id=1126542&fcatId=-1&ln=3,Nagorik Diagnostic And Health Research Center,Sabujbagh,At least 1 year(s),Diploma in Medical Technology (Lab),2023,State medical faculty/ Technical Education Board.,,,,,,,,,,,,,,
Jr. Business Development Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126543&fcatId=-1&ln=1,A H Khan & Co.Ltd.,"Chandpur, Cumilla, Cox's Bazar, Dhaka, Dinajpur, Feni, Gaibandha, Munshiganj, Mymensingh, Narayanganj, Rajshahi, Rangpur, Sunamganj, Sylhet, Tangail",Na,Honor`s/ Masters in any discipline.,2023,,,,,,,,,,,,,,,
????????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126538&fcatId=-1&ln=2,Desh marble and granite,????,2 to 4 year(s),??????? ????????????? ???? ??????????? ?????? ????? ????,2023,,,,,,,,,,,,,,,
Senior Executive/ Executive - Finance & Accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1126524&fcatId=-1&ln=1,A 100% export oriented Knit Composite Company,Dhaka,5 to 8 year(s),B.Com (Hons)/ M.com in Accounting from any recognize University.,2023,CACC  required,,,,,,,,,,,,,,
Junior Executive - Fit & Construction,https://jobs.bdjobs.com/jobdetails.asp?id=1126532&fcatId=-1&ln=1,A Reputed Textile & Garments,Sreepur,1 to 3 year(s),Bachelor of Science (BSc) in Textile Engineering,2023,,,,,,,,,,,,,,,
???? ?????????? (??????????????),https://jobs.bdjobs.com/jobdetails.asp?id=1126415&fcatId=-1&ln=2,HARD GROUP,"???????, ?????????, ????????",2 to 5 year(s),?? ??? ????? ?????? / ??????????? / ????? ???,2023,,,,,,,,,,,,,,,
"Manager, WASHING",https://jobs.bdjobs.com/jobdetails.asp?id=1116484&fcatId=-1&ln=1,A Multinational Company,Anywhere in Bangladesh,At least 7 year(s),Bachelor of Science (BSc),2023,,,,,,,,,,,,,,,
Service Delivery Agent,https://jobs.bdjobs.com/jobdetails.asp?id=1125352&fcatId=-1&ln=1,ASHBO COMMUNICATION WORLD,"Double Mooring, Sadarghat",0 to 1 year(s),8 Pass,2023,"Work Experience with Foodpanda,Shohoz,Pathao,Hungrynaki will get additional priority",,,,,,,,,,,,,,
Lecturer,https://jobs.bdjobs.com/jobdetails.asp?id=1126516&fcatId=-1&ln=1,Scholars` School & College,Dhanmondi,At least 3 year(s),"Bachelor of Arts (BA) in Bangla, English",2023,"Master of Arts (MA) in Bangla, English",,,,,,,,,,,,,,
"SALES ENGINEER (FORKLIFT, REACH TRUCK, STACKER AND MATERIAL HANDLING EQUIPMENT)",https://jobs.bdjobs.com/jobdetails.asp?id=1126260&fcatId=-1&ln=1,Greenland Technologies Limited,Anywhere in Bangladesh,2 to 5 year(s),Bachelor of Science (BSc) in EEE,2023,Diploma in Electrical in Electrical & Electronic Engineering,,,,,,,,,,,,,,
ENGINEER (CIVIL/ELECTRICAL/MECHANICAL/POWER),https://jobs.bdjobs.com/jobdetails.asp?id=1126510&fcatId=-1&ln=3,Bashundhara Employment Services,Anywhere in Bangladesh,Na,Bachelor degree in any discipline,2023,Diploma in Engineering,,,,,,,,,,,,,,
"Executive/ Sr. Executive, Corporate Sales",https://jobs.bdjobs.com/jobdetails.asp?id=1126512&fcatId=-1&ln=1,International Office Machines Ltd,Dhaka,2 to 5 year(s),Bachelor / Masters Degree from any reputed public / private university at any discipline.,2023,,,,,,,,,,,,,,,
Customer Care Rep. (Night Shift) For English & Hindi,https://jobs.bdjobs.com/jobdetails.asp?id=1126497&fcatId=-1&ln=1,ASL BPO,Uttara,Na,"We will prefer candidates from English Medium Background, or those who have good IELTS Score (8 or ...",2023,,,,,,,,,,,,,,,
Video Presenter for Property Review,https://jobs.bdjobs.com/jobdetails.asp?id=1125132&fcatId=-1&ln=1,BDhousing.com,"Mirpur, Banani",1 to 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Customer Care Rep. (Day Shift) For English & Hindi,https://jobs.bdjobs.com/jobdetails.asp?id=1126495&fcatId=-1&ln=1,ASL BPO,Uttara,At least 1 year(s),"We will prefer candidates from English Medium Background, or those who have good IELTS Score (8 or ...",2023,,,,,,,,,,,,,,,
????????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1126457&fcatId=-1&ln=2,Reputed Company,?????????,Na,????? ?????? ???,2023,,,,,,,,,,,,,,,
Assistant Executive/Executive  (Call Center),https://jobs.bdjobs.com/jobdetails.asp?id=1126251&fcatId=-1&ln=1,Toticell Health & Research,Dhanmondi,At least 3 year(s),Bachelor degree in any discipline,2023,Education qualification may be relaxed for exceptionally ...,,,,,,,,,,,,,,
????????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126464&fcatId=-1&ln=2,Reputed Company,?????????,Na,??? ?? ??,2023,,,,,,,,,,,,,,,
Head of Marketing (Garments  Accessories),https://jobs.bdjobs.com/jobdetails.asp?id=1126492&fcatId=-1&ln=1,A Reputed Knit Garments Group of Company,Dhaka,At least 10 year(s),Graduation/Masters in any subject.,2023,Graduation/Masters in Marketing will get preference.,,,,,,,,,,,,,,
Front Desk & HR Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126486&fcatId=-1&ln=1,A Renowned Multinational Organization,Dhaka,1 to 3 year(s),Bachelor degree in any discipline,2023,Skills Required: Front Desk/ HR/ Receptionist,,,,,,,,,,,,,,
IT Assistant (ACL Factory),https://jobs.bdjobs.com/jobdetails.asp?id=1126483&fcatId=-1&ln=1,Anwar Group of Industries.,Gazaria,At most 3 year(s),Diploma in Computer,2023,,,,,,,,,,,,,,,
"GM/ Sr. Manager, Legal & Land",https://jobs.bdjobs.com/jobdetails.asp?id=1126389&fcatId=-1&ln=1,A Reputed Group of Companies,Dhaka,8 to 12 year(s),LL.M/ LL. B from a reputed University with affiliation of Advocateship.,2023,,,,,,,,,,,,,,,
Head of Legal & Land,https://jobs.bdjobs.com/jobdetails.asp?id=1126386&fcatId=-1&ln=1,A Reputed Group of Companies,Dhaka,12 to 15 year(s),LL.M/ LL.B from a reputed University with affiliation of Advocateship.,2023,,,,,,,,,,,,,,,
???? ???? ????????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126086&fcatId=-1&ln=2,Firefly Infotech Ltd.,?????????? ?????? ??????,At least 20 year(s),???????,2023,??????????? ??????: ?????? ?????? ? ???????? ???? ?????????  ? ??????????????? ??????? ?? ...,,,,,,,,,,,,,,
,,,,,,,"""job-title-text",comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,edu-text-d 2,,
Sales Executive (Retail Shop),https://jobs.bdjobs.com/jobdetails.asp?id=1126654&fcatId=-1&ln=1,Gprojukti.com Ltd,"Chattogram, Cumilla, Dhaka, Nilphamari, Rajshahi, Rangpur, Badda, Cumilla Adarsha Sadar, Cox's Bazar Sadar, Gazipur Sadar, Khilgaon, Mirpur, Mohakhali, Mohammadpur, Malibagh",At most 2 year(s),8 Pass,2023,,,,,,,,,,,,,,,
Manager - Finance & Accounts (Garments),https://jobs.bdjobs.com/jobdetails.asp?id=1126644&fcatId=-1&ln=1,Pace Professional Services Ltd,"Gazipur, Narayanganj, Ashulia",8 to 12 year(s),Master of Commerce (MCom) in Finance and Accounting,2023,Must Have CA (CC),,,,,,,,,,,,,,
Full Stack MERN Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1121554&fcatId=-1&ln=1,bdsoftmarket.com,"Dhaka, Khilgaon",At most 2 year(s),Diploma in Computer in CSE,2023,Bachelor of Science (BSc) in Software Engineer,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Business Development Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126640&fcatId=-1&ln=1,ServicEngine Ltd.,Kawran Bazar,1 to 3 year(s),Graduate in any discipline (Major in Sales and Marketing Preferable).,2023,,,,,,,,,,,,,,,
Executive - Digital Advertising (Night Shift),https://jobs.bdjobs.com/jobdetails.asp?id=1126639&fcatId=-1&ln=1,ServicEngine Ltd.,"Mohakhali, Kawran Bazar",0 to 1 year(s),Bachelor degree in any discipline,2023,Graduation completed from a reputed university.,,,,,,,,,,,,,,
Intern - Guest Service Agent (GSA) / Sales and Service,https://jobs.bdjobs.com/jobdetails.asp?id=1126636&fcatId=-1&ln=3,Neways International Company Limited,Dhaka,Na,Bachelor of Business Administration (BBA) in Hospitality Management,2023,Diploma in Hotel Management,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
DevOps Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126628&fcatId=-1&ln=1,A Renowned Software Development Company,Banani,8 to 12 year(s),Bachelor of Science (BSc) in Computer Science & Engineering,2023,,,,,,,,,,,,,,,
Intern - Market Development,https://jobs.bdjobs.com/jobdetails.asp?id=1126619&fcatId=-1&ln=3,Beximco Communications Ltd.,Dhaka,Na,Bachelor of Business Administration (BBA),2023,,,,,,,,,,,,,,,
"Executive/ Sr. Executive, Audit",https://jobs.bdjobs.com/jobdetails.asp?id=1126600&fcatId=-1&ln=1,Energy+ Electric & Electronics Pvt. Ltd.,Paltan,1 to 4 year(s),,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Senior Python Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1126605&fcatId=-1&ln=1,Karatbars Software Solutions Ltd.,Dhaka,At least 4 year(s),B.Sc or M.Sc in Computer Science from reputed university.,2023,,,,,,,,,,,,,,,
GM - QMS (Woven unit),https://jobs.bdjobs.com/jobdetails.asp?id=1126467&fcatId=-1&ln=1,Skyline Group,Ashulia,12 to 15 year(s),Graduate/Masters in any discipline from any recognize university.,2023,,,,,,,,,,,,,,,
Welfare Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1126607&fcatId=-1&ln=1,Posh Garments Ltd,"Tejgaon, Tejgaon Industrial Area",2 to 3 year(s),Bachelor of Business Administration (BBA),2023,Graduation/Masters in any subject.,,,,,,,,,,,,,,
Tele Purchaser,https://jobs.bdjobs.com/jobdetails.asp?id=1126416&fcatId=-1&ln=1,HealthOS,Dhanmondi,0 to 1 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Digital Marketing & Sales (Software),https://jobs.bdjobs.com/jobdetails.asp?id=1124067&fcatId=-1&ln=1,Sunshine,Dhaka,1 to 4 year(s),Bachelor degree in any discipline in Marketing,2023,Diploma in Engineering in CSE,,,,,,,,,,,,,,
