Job Title,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,Date Posted,Source,location,desc,Company name,Deadline ,Job Type,Salary Amount
security officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132811&fcatId=-1&ln=1,Asian University For Women (Auw),"Chattogram, Chattogram Sadar",3 to 5 year(s),Unknown,2023,,,BD Jobs,,,,,,
executive coordinator,https://jobs.bdjobs.com/jobdetails.asp?id=1132948&fcatId=-1&ln=1,Chaldal Limited,Dhaka,1 to 2 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
asst. mechanic (engine),https://jobs.bdjobs.com/jobdetails.asp?id=1132994&fcatId=-1&ln=1,Barakah Auto Solutions,Cantonment,5 to 9 year(s),Unknown,2023,,,BD Jobs,,,,,,
executive (store)/sr. executive (store),https://jobs.bdjobs.com/jobdetails.asp?id=1132989&fcatId=-1&ln=1,9 Star Apparels Industries Ltd.,"Turag, Uttara",2 to 5 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
photographer,https://jobs.bdjobs.com/jobdetails.asp?id=1132058&fcatId=-1&ln=1,Ageless Enterprise,Dhaka,1 to 3 year(s),HSC,2023,,,BD Jobs,,,,,,
executive - it department,https://jobs.bdjobs.com/jobdetails.asp?id=1132768&fcatId=-1&ln=1,Outsource Experts Ltd.,Dhaka,At least 3 year(s),Bachelor of Science (BSc) in Computer Science & Engineering,2023,,,BD Jobs,,,,,,
?????? ????????? ?????? (????????? ?????????),https://jobs.bdjobs.com/jobdetails.asp?id=1132977&fcatId=-1&ln=2,Uddipan,"??????, ??????, ?????????, ????????, ????, ???????, ????, ?????????, ?????????, ????????, ???????, ?????, ?????",At least 1 year(s),Unknown,2023,,,BD Jobs,,,,,,
educational consultant,https://jobs.bdjobs.com/jobdetails.asp?id=1132932&fcatId=-1&ln=1,Digi Edu Pro,Uttara,At least 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
chief of party for nobo jatra project ll,https://jobs.bdjobs.com/jobdetails.asp?id=1132966&fcatId=-1&ln=1,World Vision Bangladesh,Dhaka,At least 5 year(s),A Master`s degree in related field or equivalent experience in grant management in developing ...,2023,,,BD Jobs,,,,,,
mechanical commissioning engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132954&fcatId=-1&ln=1,Ss Power I Ltd,Banshkhali,7 to 10 year(s),B. Sc.  in Mechanical Engineering from a reputed University / Institution.,2023,,,BD Jobs,,,,,,
software engineer (erp developer),https://jobs.bdjobs.com/jobdetails.asp?id=1132929&fcatId=-1&ln=1,Medina Tech,Dhaka,At least 4 year(s),Bachelor in Engineering (BEngg),2023,,,BD Jobs,,,,,,
treasurer,https://jobs.bdjobs.com/jobdetails.asp?id=1132969&fcatId=-1&ln=1,Prime University,Dhaka,At least 15 year(s),The candidate must have at least Master`s Degree from a recognized University.,2023,,,BD Jobs,,,,,,
?????? (?????),https://jobs.bdjobs.com/jobdetails.asp?id=1132961&fcatId=-1&ln=2,???? ????? ?????? ????????? ???????? ???? ??????????? ?????????,???? ?????,At least 2 year(s),"????????, ?? ???? ?, ?? ?? ???? (????? ???? ???)?",2023,,,BD Jobs,,,,,,
????????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132967&fcatId=-1&ln=2,???? ????? ?????? ????????? ???????? ???? ??????????? ?????????,???? ?????,At least 2 year(s),???????? ???,2023,,,BD Jobs,,,,,,
officer/ sr. officer (sales & marketing),https://jobs.bdjobs.com/jobdetails.asp?id=1132968&fcatId=-1&ln=1,Nitol-Niloy Group,Anywhere in Bangladesh,0 to 1 year(s),Bachelor of Business Administration (BBA) in Marketing,2023,,,BD Jobs,,,,,,
assessment officer/ recovery officer (amaar hero),https://jobs.bdjobs.com/jobdetails.asp?id=1132964&fcatId=-1&ln=1,Nitol-Niloy Group,Anywhere in Bangladesh,Na,Bachelor of Business Administration (BBA),2023,,,BD Jobs,,,,,,
controller of examinations,https://jobs.bdjobs.com/jobdetails.asp?id=1132960&fcatId=-1&ln=1,Prime University,Dhaka,At least 15 year(s),Minimum 2nd Class Master Degree from recognized university with sufficient IT knowledge. No 3rd ...,2023,,,BD Jobs,,,,,,
sr. manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132909&fcatId=-1&ln=1,Evergreen Products Factory (Bd) Ltd.,Dhaka,At least 8 year(s),Master of Business Administration (MBA) in Accounting,2023,,,BD Jobs,,,,,,
"laver developer (php, laravel, full stack)",https://jobs.bdjobs.com/jobdetails.asp?id=1127163&fcatId=-1&ln=1,Getup Limited (Sister Concern Of Softifybd Limited),Gulshan,At least 3 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
operations executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132927&fcatId=-1&ln=1,Millennium Certis Security Bangladesh Limited,Dhaka,2 to 3 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
quality manager (knit factory),https://jobs.bdjobs.com/jobdetails.asp?id=1132959&fcatId=-1&ln=1,Mohsin Knitwears Ltd,Narayanganj,At least 5 year(s),B.Sc in Textile Engineering  is preferable or Masters in  any Subject.,2023,,,BD Jobs,,,,,,
financial associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132544&fcatId=-1&ln=2,Bozlur Rahman Agency,???????,Na,Unknown,2023,,,BD Jobs,,,,,,
"head of operations, hotel division",https://jobs.bdjobs.com/jobdetails.asp?id=1132955&fcatId=-1&ln=1,Hotel X,Dhaka,At least 12 year(s),Education in the relevant field/related subject.,2023,,,BD Jobs,,,,,,
"manager, business analyst",https://jobs.bdjobs.com/jobdetails.asp?id=1132947&fcatId=-1&ln=1,Akij Group,Dhaka,At least 10 year(s),Masters degree in any discipline,2023,,,BD Jobs,,,,,,
sales & marketing specialist,https://jobs.bdjobs.com/jobdetails.asp?id=1132837&fcatId=-1&ln=1,Softifybd Limited,Gulshan,At least 2 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
"executive / sr. executive, ir & compliance",https://jobs.bdjobs.com/jobdetails.asp?id=1132942&fcatId=-1&ln=1,New Zealand Dairy Products Bangladesh Ltd.,Narayanganj,2 to 4 year(s),Master of Social Science (MSS) in Industrial Relations,2023,,,BD Jobs,,,,,,
executive (r&d - fabric),https://jobs.bdjobs.com/jobdetails.asp?id=1132941&fcatId=-1&ln=1,A 100% Knit Garments Factory,Kaliakair,At least 3 year(s),B.Sc. in Textile Engineering from any reputed University.,2023,,,BD Jobs,,,,,,
assistant manager - modern trade (super shop),https://jobs.bdjobs.com/jobdetails.asp?id=1132944&fcatId=-1&ln=1,Alin Food Products Limited,Motijheel,3 to 5 year(s),BBA/MBA in Marketing or any related discipline,2023,,,BD Jobs,,,,,,
executive (md?s office),https://jobs.bdjobs.com/jobdetails.asp?id=1132936&fcatId=-1&ln=1,Dysin Group,Dhaka,3 to 5 year(s),Graduate from any reputed University,2023,,,BD Jobs,,,,,,
kitchen & concept trainer,https://jobs.bdjobs.com/jobdetails.asp?id=1132937&fcatId=-1&ln=1,Foodpanda Bangladesh Limited,Dhaka,At least 3 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
site engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132771&fcatId=-1&ln=1,Ms Setu Enterprise,Anywhere in Bangladesh,At least 1 year(s),Diploma in Civil,2023,,,BD Jobs,,,,,,
"asst. manager, maintenance [electrical]",https://jobs.bdjobs.com/jobdetails.asp?id=1132934&fcatId=-1&ln=1,Smc Enterprise Ltd.,Cumilla,At least 6 year(s),BSc. in Electrical and Electronics Engineering from any reputed university with proven work ...,2023,,,BD Jobs,,,,,,
assistant manager-accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1132935&fcatId=-1&ln=1,Meghna Group Of Industries.,Dhaka,At least 5 year(s),Masters/MBA (Major in Accounting or Finance) with CMA/ CA (Part Qualified),2023,,,BD Jobs,,,,,,
finance manager-emergency response,https://jobs.bdjobs.com/jobdetails.asp?id=1132931&fcatId=-1&ln=1,Plan International Bangladesh,Cox's Bazar,At least 5 year(s),Masters in Accounting/Management/ Business Administration,2023,,,BD Jobs,,,,,,
credentialing analyst (night shift only),https://jobs.bdjobs.com/jobdetails.asp?id=1133096&fcatId=-1&ln=1,Radiant Data Systems Ltd,Dhaka,At least 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
customer relationship executive - team lead,https://jobs.bdjobs.com/jobdetails.asp?id=1133098&fcatId=-1&ln=1,Gprojukti.Com Ltd,Banani,1 to 3 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
officer (front desk),https://jobs.bdjobs.com/jobdetails.asp?id=1133097&fcatId=-1&ln=1,Thermax Group,Dhaka,3 to 5 year(s),Masters degree in any discipline,2023,,,BD Jobs,,,,,,
financial bpo service manager - trainee,https://jobs.bdjobs.com/jobdetails.asp?id=1133095&fcatId=-1&ln=1,Exotico Solutions,Dhaka,Na,Bachelor of Business Administration (BBA) in Accounting Information System,2023,,,BD Jobs,,,,,,
business development executive,https://jobs.bdjobs.com/jobdetails.asp?id=1069674&fcatId=-1&ln=1,N2Sys Technology,Dhaka,Na,Bachelor of Business Administration (BBA) in any discipline,2023,,,BD Jobs,,,,,,
gm - dyeing (gazipur),https://jobs.bdjobs.com/jobdetails.asp?id=1133091&fcatId=-1&ln=1,A Leading Composite Textile Mill In Bangladesh,Gazipur,At least 15 year(s),B.Sc in Textile Engineering from any Reputed University; B. Tech./ M. Tech in Textile/ Chemistry,2023,,,BD Jobs,,,,,,
??????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1133084&fcatId=-1&ln=2,?????? ?????????,????,Na,??????? ?????? ??? ?? ??????? ?? ??????????? ????? ?????????? ?????? ??? ???? ???????,2023,,,BD Jobs,,,,,,
digital marketer and seo expert,https://jobs.bdjobs.com/jobdetails.asp?id=1133055&fcatId=-1&ln=1,Soclose Dhaka Ltd,Adabor,0 to 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
???? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1133083&fcatId=-1&ln=2,?????? ?????????,????,At least 2 year(s),??????? ??????????? ??????? ?? ??????????? ????? ?????????????? ?????? ??????? ? ????? ????? ...,2023,,,BD Jobs,,,,,,
flutter developer,https://jobs.bdjobs.com/jobdetails.asp?id=1133077&fcatId=-1&ln=1,Soclose Dhaka Ltd,Adabor,1 to 2 year(s),Bachelor of Science (BSc),2023,,,BD Jobs,,,,,,
showroom incharge / sales representative,https://jobs.bdjobs.com/jobdetails.asp?id=1132831&fcatId=-1&ln=1,Colour Cotton,Anywhere in Bangladesh,At least 1 year(s),SSC,2023,,,BD Jobs,,,,,,
?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1133011&fcatId=-1&ln=2,S M Fabric,?????,At least 2 year(s),Unknown,2023,,,BD Jobs,,,,,,
"software developer ( php, python, java, )",https://jobs.bdjobs.com/jobdetails.asp?id=1132489&fcatId=-1&ln=1,Rt Fronuse Pvt. Limited,Gulshan,1 to 5 year(s),Unknown,2023,,,BD Jobs,,,,,,
ict teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1132972&fcatId=-1&ln=1,Lords An English Medium School,Uttara,1 to 3 year(s),Minimum Bachelor`s in computer science or information technology.,2023,,,BD Jobs,,,,,,
assistant officer/ officer- procurement (foreign and local),https://jobs.bdjobs.com/jobdetails.asp?id=1132990&fcatId=-1&ln=1,Akij Resources Limited,Dhaka,At least 1 year(s),BBA and MBA in Supply Chain Management,2023,,,BD Jobs,,,,,,
????? ???? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1133008&fcatId=-1&ln=2,Iconshopper.Com,??????? ????? ?????,1 to 2 year(s),Unknown,2023,,,BD Jobs,,,,,,
personal secretary to md,https://jobs.bdjobs.com/jobdetails.asp?id=1133082&fcatId=-1&ln=1,Jalal Ahmed Spinning Mills Ltd.,Dhaka,At least 5 year(s),Minimum Bachelor`s Degree from a renowned University,2023,,,BD Jobs,,,,,,
business development officer,https://jobs.bdjobs.com/jobdetails.asp?id=1133021&fcatId=-1&ln=1,Corporate Construction,Chattogram,At least 1 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
accounts manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132555&fcatId=-1&ln=1,5Star Digi-Tech Industries Ltd.,Uttara West,At least 10 year(s),"Bachelor of Commerce (BCom) in Accounting,Finance",2023,,,BD Jobs,,,,,,
project manager (brand promotion),https://jobs.bdjobs.com/jobdetails.asp?id=1133081&fcatId=-1&ln=1,Unnayan Prochesta,Satkhira,3 to 5 year(s),"Bachelor or higher degree in marketing, Media & communications, CSE, IT or related field.",2023,,,BD Jobs,,,,,,
page moderator,https://jobs.bdjobs.com/jobdetails.asp?id=1133080&fcatId=-1&ln=1,Shop Bunny Company Ltd,Uttara,At least 1 year(s),HSC,2023,,,BD Jobs,,,,,,
???- ???????  ?????/ ????? - ????? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1133033&fcatId=-1&ln=2,Safi Health,????,Na,Unknown,2023,,,BD Jobs,,,,,,
trainer - digital marketing & e-commerce,https://jobs.bdjobs.com/jobdetails.asp?id=1133073&fcatId=-1&ln=1,Shikhbe Shobai Solutions,"Mirpur, Banani",At least 2 year(s),Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
production coordinator,https://jobs.bdjobs.com/jobdetails.asp?id=1133079&fcatId=-1&ln=1,Farzana Fashions World Ltd.,Chattogram,10 to 15 year(s),Certifications may act in place of a bachelor`s degree where applicable.,2023,,,BD Jobs,,,,,,
training officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132991&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 5 year(s),Master degree in Law/ Governance or any other disciplines related to Social Science.,2023,,,BD Jobs,,,,,,
training and capacity building expert,https://jobs.bdjobs.com/jobdetails.asp?id=1132986&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 5 year(s),Master Degree in Law/ Governance or any other disciplines related to Social Science.,2023,,,BD Jobs,,,,,,
electro mechanical technician,https://jobs.bdjobs.com/jobdetails.asp?id=1132957&fcatId=-1&ln=1,Homebound,"Dhaka, Tejgaon",At least 15 year(s),Bachelor of Science (BSc) in Electrical Electronic Engineering (EEE) or Diploma in ...,2023,,,BD Jobs,,,,,,
chemist (factory),https://jobs.bdjobs.com/jobdetails.asp?id=1133078&fcatId=-1&ln=1,Eos (Pvt.) Limited,Dhaka,2 to 3 year(s),Master of Science (M.Sc.) in Applied Chemistry or Chemistry.,2023,,,BD Jobs,,,,,,
"m&e, research and knowledge management officer",https://jobs.bdjobs.com/jobdetails.asp?id=1132981&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 5 year(s),Master degree in Statistics or any other disciplines related to Social Science.,2023,,,BD Jobs,,,,,,
gender and youth empowerment expert,https://jobs.bdjobs.com/jobdetails.asp?id=1132979&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 5 year(s),Master Degree in Gender Studies/ Law/ Governance or any other disciplines related to Social ...,2023,,,BD Jobs,,,,,,
finance officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132975&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 5 year(s),Master degree in Commerce. CA course completed candidate will be given preference.,2023,,,BD Jobs,,,,,,
layer farm manager (dvm),https://jobs.bdjobs.com/jobdetails.asp?id=1132817&fcatId=-1&ln=1,Advanced Poultry & Fish Feeds Ltd.,"Kushtia, Kushtia Sadar",At least 5 year(s),Doctor of Veterinary Medicine (DVM) in DVM,2023,,,BD Jobs,,,,,,
area coordinator,https://jobs.bdjobs.com/jobdetails.asp?id=1132958&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 5 year(s),Master Degree in Social Science or Business Administration or any other related disciplines.,2023,,,BD Jobs,,,,,,
"deputy programme director, mips",https://jobs.bdjobs.com/jobdetails.asp?id=1132956&fcatId=-1&ln=1,The Hunger Project-Bangladesh,Dhaka,At least 10 year(s),Master Degree in Social Science or Business Administration or any other related disciplines.,2023,,,BD Jobs,,,,,,
engineer specification,https://jobs.bdjobs.com/jobdetails.asp?id=1133067&fcatId=-1&ln=1,Berger Fosroc Ltd,Dhaka,4 to 5 year(s),"B.Sc. in Civil Engineering from BUET, MIST, RUET, CUET, KUET, DUET, IUT will be given preference.",2023,,,BD Jobs,,,,,,
social media specialist,https://jobs.bdjobs.com/jobdetails.asp?id=1133044&fcatId=-1&ln=1,Masterkey Technologies Ltd.,Anywhere in Bangladesh,Na,Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
"manager / asst. manager, marketing & sales",https://jobs.bdjobs.com/jobdetails.asp?id=1133061&fcatId=-1&ln=1,Tokyo Development Engineers Ltd.,Uttara,At least 5 year(s),"Graduation from any discipline; preferably from BSS, BSc, BA, BBA, MBA, Engineering.",2023,,,BD Jobs,,,,,,
architect / interior designer,https://jobs.bdjobs.com/jobdetails.asp?id=1133057&fcatId=-1&ln=1,Tokyo Development Engineers Ltd.,Uttara,At least 3 year(s),Bachelor in Architecture or Diploma in Architecture / Interior Design / Interior Architecture.,2023,,,BD Jobs,,,,,,
cyber digital transformation specialist (multi level),https://jobs.bdjobs.com/jobdetails.asp?id=1132720&fcatId=-1&ln=1,Oneworld Infotech,Anywhere in Bangladesh,1 to 5 year(s),Bachelor of Science (BSc) in Information Technology,2023,,,BD Jobs,,,,,,
junior human resource executive,https://jobs.bdjobs.com/jobdetails.asp?id=1128127&fcatId=-1&ln=1,Healthos,Dhaka,0 to 1 year(s),Bachelor of Business Administration (BBA) in HR,2023,,,BD Jobs,,,,,,
asp.net & laravel developer,https://jobs.bdjobs.com/jobdetails.asp?id=1131462&fcatId=-1&ln=1,Q-Soft Precise Assistance,Dhaka,At least 2 year(s),Bachelor in Engineering (BEngg) in CSE,2023,,,BD Jobs,,,,,,
executive ii_ welfare & compliance_genesis fashions ltd. (wash),https://jobs.bdjobs.com/jobdetails.asp?id=1132348&fcatId=-1&ln=1,M & J Group,Gazipur Sadar,4 to 6 year(s),Masters in any discipline from any reputed public or privet university;,2023,,,BD Jobs,,,,,,
boiler operator_utility & maintenance_genesis fashions ltd.,https://jobs.bdjobs.com/jobdetails.asp?id=1132360&fcatId=-1&ln=1,M & J Group,Gazipur Sadar,At least 6 year(s),Minimum S.S.C /Trade Course;,2023,,,BD Jobs,,,,,,
????????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1132296&fcatId=-1&ln=2,??? ?????? ?????,?????????? ?????? ??????,Na,?? ??? ????? ?????? ???? ????????? ???????????,2023,,,BD Jobs,,,,,,
student counselor,https://jobs.bdjobs.com/jobdetails.asp?id=1132310&fcatId=-1&ln=1,Expert Consultant,Mirpur,Na,Bachelor degree in any discipline,2023,,,BD Jobs,,,,,,
digital marketing (assistant manager/senior executive),https://jobs.bdjobs.com/jobdetails.asp?id=1132363&fcatId=-1&ln=1,The Forest Lounge Ltd,Dhanmondi,At least 5 year(s),"Bachelor of Science (BSc) in CSE, Bachelor of Business Administration (BBA) in Marketing Preferred ...",2023,,,BD Jobs,,,,,,
sr. front end developer,https://jobs.bdjobs.com/jobdetails.asp?id=1132357&fcatId=-1&ln=1,My Medicalhub International Limited.,Dhaka,3 to 7 year(s),Bachelor in Engineering (BEngg) in B. Sc in CSE,2023,,,BD Jobs,,,,,,
"senior software engineer, python (night shift)",https://jobs.bdjobs.com/jobdetails.asp?id=1132353&fcatId=-1&ln=1,Bjit Ltd.,Dhaka,At least 3 year(s),B.Sc in Computer Science Engineering.,2023,,,BD Jobs,,,,,,
photographer cum videographer,https://jobs.bdjobs.com/jobdetails.asp?id=1132356&fcatId=-1&ln=1,The Forest Lounge Ltd,Dhanmondi,At least 2 year(s),"Preferred Professional Certification: Digital Marketing, Google Analytics, Facebook Marketing.",2023,,,BD Jobs,,,,,,
medical information officer (mio),https://jobs.bdjobs.com/jobdetails.asp?id=1131803&fcatId=-1&ln=1,Abul Khair Group,"Barishal, Bogura, Narsingdi, Sylhet",At least 1 year(s),Masters/Honors pass from any recognized university (any discipline).,2023,,,BD Jobs,,,,,,
ps to managing director,https://jobs.bdjobs.com/jobdetails.asp?id=931474&fcatId=-1&ln=1,Molla Salt (Triple Refined) Ind. Ltd.,Dhaka,At least 3 year(s),Masters degree in any discipline,2023,,,BD Jobs,,,,,,
medical officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132345&fcatId=-1&ln=1,A Leading Rmg Company In Bd,Gazipur,2 to 4 year(s),"MBBS from any recognized Medical College, preferably from Public Medical College & registration ...",2023,,,BD Jobs,,,,,,
information assistant / audio visual coordinator,https://jobs.bdjobs.com/jobdetails.asp?id=1132346&fcatId=-1&ln=1,The Embassy Of The United States Of America,Anywhere in Bangladesh,At least 3 year(s),"University degree (bachelor`s degree) in design, information technology, engineering, ...",2023,,,BD Jobs,,,,,,
manager / sr. manager - hr,https://jobs.bdjobs.com/jobdetails.asp?id=1132325&fcatId=-1&ln=1,Ratul Properties Limited,Gulshan,At least 12 year(s),MBA in HRM from any reputed university,2023,,,BD Jobs,,,,,,
project engineer (civil engineer),https://jobs.bdjobs.com/jobdetails.asp?id=1131768&fcatId=-1&ln=1,A Well Reputed Company,Dhaka,7 to 8 year(s),Candidate should have B.Sc in Civil Engineering from a Reputed Public/Private University.,2023,,,BD Jobs,,,,,,
actuarial associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132341&fcatId=-1&ln=1,Syngenta Foundation Bangladesh,Dhaka,At least 2 year(s),B.Sc. in Actuarial Science/Statistics/Applied Statistics from any reputed university.,2023,,,BD Jobs,,,,,,
